date,store_id,sku,product_category,total_sales_units,on_hand_inventory_units,replenishment_units,inventory_pipeline,units_in_transit,units_in_dc,units_on_order,units_under_promotion,shelf_capacity
20210221,1101,64,Category 01,6,40,0,36,0,0,0,0,48
20210222,1101,64,Category 01,5,74,0,70,0,0,0,0,48
20210223,1101,64,Category 01,15,52,0,48,0,0,0,0,48
20210224,1101,64,Category 01,6,28,0,72,0,0,48,0,48
20210225,1101,64,Category 01,5,26,0,58,0,0,36,0,48
20210226,1101,64,Category 01,14,25,0,45,0,0,24,0,48
20210227,1101,64,Category 01,5,14,0,82,0,0,72,0,48
20210228,1101,64,Category 01,5,10,0,82,0,0,72,0,48
20210301,1101,64,Category 01,0,9,0,81,0,0,72,0,48
20210302,1101,64,Category 01,0,9,36,117,36,0,72,0,48
20210303,1101,64,Category 01,0,45,0,141,0,36,60,0,48
20210304,1101,64,Category 01,6,43,0,55,0,0,12,0,48
20210305,1101,64,Category 01,0,47,36,103,36,0,24,0,48
20210306,1101,64,Category 01,6,77,0,125,0,36,12,0,48
20210307,1101,64,Category 01,5,81,0,125,0,36,12,0,48
20210308,1101,64,Category 01,7,77,0,73,0,0,0,0,48
20210309,1101,64,Category 01,12,77,0,73,0,0,0,0,48
20210310,1101,64,Category 01,7,66,0,98,0,0,36,0,48
20210311,1101,64,Category 01,7,64,0,96,0,0,36,0,48
20210312,1101,64,Category 01,5,64,0,96,0,0,36,0,48
20210313,1101,64,Category 01,8,58,0,162,0,0,108,0,48
20210314,1101,64,Category 01,7,55,0,171,0,0,120,0,48
20210315,1101,64,Category 01,12,47,0,163,0,0,120,0,48
20210316,1101,64,Category 01,18,47,0,163,0,0,120,0,48
20210317,1101,64,Category 01,6,33,0,221,0,0,192,0,48
20210318,1101,64,Category 01,9,27,60,227,60,0,144,0,48
20210319,1101,64,Category 01,5,23,0,227,60,0,144,0,48
20210320,1101,64,Category 01,7,85,0,297,0,0,216,0,48
20210321,1101,64,Category 01,6,82,60,246,0,0,168,0,48
20210322,1101,64,Category 01,9,76,0,244,60,0,108,0,48
20210323,1101,64,Category 01,5,135,0,299,0,60,108,0,48
20210324,1101,64,Category 01,6,132,0,296,0,0,168,0,48
20210325,1101,64,Category 01,9,201,72,281,0,0,84,0,48
20210326,1101,64,Category 01,8,197,0,281,0,0,84,0,48
20210327,1101,64,Category 01,7,192,0,392,0,0,204,0,48
20210328,1101,64,Category 01,10,192,0,392,0,0,204,0,48
20210329,1101,64,Category 01,13,178,0,294,0,12,108,0,48
20210330,1101,64,Category 01,17,164,24,292,24,0,108,0,48
20210331,1101,64,Category 01,6,182,0,290,0,12,96,0,48
20210401,1101,64,Category 01,6,185,0,181,0,0,0,0,48
20210402,1101,64,Category 01,9,180,0,176,0,0,0,0,48
20210403,1101,64,Category 01,14,171,0,167,0,0,0,0,48
20210404,1101,64,Category 01,12,171,0,167,0,0,0,0,48
20210405,1101,64,Category 01,9,157,0,153,0,0,0,0,48
20210406,1101,64,Category 01,16,144,0,140,0,0,0,0,48
20210407,1101,64,Category 01,6,144,0,140,0,0,0,0,48
20210408,1101,64,Category 01,10,136,0,132,0,0,0,0,48
20210409,1101,64,Category 01,10,136,0,132,0,0,0,0,48
20210410,1101,64,Category 01,10,124,0,120,0,0,0,0,48
20210411,1101,64,Category 01,9,124,0,120,0,0,0,0,48
20210412,1101,64,Category 01,9,119,0,115,0,0,0,0,48
20210413,1101,64,Category 01,8,114,0,110,0,0,0,0,48
20210414,1101,64,Category 01,11,110,0,106,0,0,0,0,48
20210415,1101,64,Category 01,12,103,0,99,0,0,0,0,48
20210416,1101,64,Category 01,6,95,0,91,0,0,0,0,48
20210417,1101,64,Category 01,8,93,0,89,0,0,0,0,48
20210418,1101,64,Category 01,11,93,0,89,0,0,0,0,48
20210419,1101,64,Category 01,5,82,0,78,0,0,0,0,48
20210420,1101,64,Category 01,13,72,0,68,0,0,0,0,48
20210421,1101,64,Category 01,7,72,0,68,0,0,0,0,48
20210422,1101,64,Category 01,6,66,0,62,0,0,0,0,48
20210423,1101,64,Category 01,5,65,0,61,0,0,0,0,0
20210424,1101,64,Category 01,9,59,0,55,0,0,0,0,48
20210425,1101,64,Category 01,5,58,0,54,0,0,0,0,48
20210426,1101,64,Category 01,5,57,0,53,0,0,0,0,48
20210427,1101,64,Category 01,9,52,0,48,0,0,0,0,48
20210428,1101,64,Category 01,5,51,0,47,0,0,0,0,48
20210429,1101,64,Category 01,7,48,0,44,0,0,0,0,48
20210430,1101,64,Category 01,5,47,0,127,0,84,0,0,48
20190101,1160,110,Category 02,2,29,0,53,0,0,24,0,40
20190103,1160,110,Category 02,0,29,0,53,0,0,24,0,40
20190104,1160,110,Category 02,0,29,0,77,0,0,48,0,40
20190109,1160,110,Category 02,0,24,0,48,0,0,24,0,40
20190114,1160,110,Category 02,0,43,0,42,0,0,0,0,40
20190116,1160,110,Category 02,4,36,0,36,0,0,0,0,40
20190118,1160,110,Category 02,0,36,0,36,0,0,0,0,40
20190122,1160,110,Category 02,0,35,0,35,0,0,0,0,40
20190129,1160,110,Category 02,0,31,0,30,0,0,0,0,40
20190131,1160,110,Category 02,2,27,0,26,0,0,0,0,40
20190202,1160,110,Category 02,8,18,0,17,0,0,0,0,40
20190203,1160,110,Category 02,2,17,0,16,0,0,0,0,40
20190207,1160,110,Category 02,2,17,0,40,0,24,0,0,40
20190211,1160,110,Category 02,2,35,0,34,0,0,0,0,40
20190212,1160,110,Category 02,8,25,0,25,0,0,0,0,40
20190213,1160,110,Category 02,0,25,0,25,0,0,0,0,40
20190214,1160,110,Category 02,0,26,0,25,0,0,0,0,40
20190216,1160,110,Category 02,2,22,0,22,0,0,0,0,40
20190217,1160,110,Category 02,0,23,0,22,0,0,0,0,40
20190219,1160,110,Category 02,2,20,0,43,0,0,24,0,40
20190220,1160,110,Category 02,2,18,0,42,0,0,24,0,40
20190302,1160,110,Category 02,0,31,0,30,0,0,0,0,40
20190303,1160,110,Category 02,4,26,0,26,0,0,0,0,40
20190304,1160,110,Category 02,0,27,0,26,0,0,0,0,40
20190305,1160,110,Category 02,2,25,0,25,0,0,0,0,40
20190306,1160,110,Category 02,0,26,0,25,0,0,0,0,40
20190307,1160,110,Category 02,2,24,0,24,0,0,0,0,40
20190315,1160,110,Category 02,0,20,0,20,0,0,0,0,40
20190316,1160,110,Category 02,0,21,0,20,0,0,0,0,40
20190318,1160,110,Category 02,2,20,0,19,0,0,0,0,40
20190321,1160,110,Category 02,3,10,0,34,0,0,24,0,40
20190322,1160,110,Category 02,0,10,0,34,0,24,0,0,40
20190324,1160,110,Category 02,0,33,0,32,0,0,0,0,40
20190327,1160,110,Category 02,4,26,0,25,0,0,0,0,40
20190329,1160,110,Category 02,2,25,0,24,0,0,0,0,40
20190401,1160,110,Category 02,2,22,0,22,0,0,0,0,40
20190402,1160,110,Category 02,0,22,0,22,0,0,0,0,40
20190404,1160,110,Category 02,0,20,0,20,0,0,0,0,40
20190406,1160,110,Category 02,0,19,0,18,0,0,0,0,40
20190407,1160,110,Category 02,2,17,0,17,0,0,0,0,40
20190411,1160,110,Category 02,0,14,0,14,0,0,0,0,40
20190412,1160,110,Category 02,0,15,0,38,0,0,24,0,40
20190416,1160,110,Category 02,4,11,0,11,0,0,0,0,40
20190418,1160,110,Category 02,0,10,0,10,0,0,0,0,40
20190419,1160,110,Category 02,0,0,0,0,0,0,0,0,40
20190422,1160,110,Category 02,0,10,20,34,24,0,0,0,40
20190423,1160,110,Category 02,0,34,0,58,0,24,0,0,40
20190426,1160,110,Category 02,0,32,0,32,0,0,0,0,40
20190427,1160,110,Category 02,0,32,0,32,0,0,0,0,40
20190428,1160,110,Category 02,0,32,0,32,0,0,0,0,40
20190502,1160,110,Category 02,0,29,0,28,0,0,0,0,40
20190510,1160,110,Category 02,2,1,0,0,0,0,0,0,40
20190512,1160,110,Category 02,3,14,0,13,0,0,0,0,40
20190516,1160,110,Category 02,2,9,0,32,0,0,24,0,40
20190518,1160,110,Category 02,4,6,0,29,0,0,24,0,40
20190523,1160,110,Category 02,2,26,0,26,0,0,0,0,40
20190525,1160,110,Category 02,0,23,0,23,0,0,0,0,40
20190528,1160,110,Category 02,0,20,0,20,0,0,0,0,40
20190531,1160,110,Category 02,0,19,0,19,0,0,0,0,40
20190602,1160,110,Category 02,0,18,0,18,0,0,0,0,40
20190604,1160,110,Category 02,0,18,0,18,0,0,0,0,40
20190605,1160,110,Category 02,0,18,0,18,0,0,0,0,40
20190606,1160,110,Category 02,0,18,0,18,0,0,0,0,40
20190607,1160,110,Category 02,0,18,0,18,0,0,0,0,40
20190610,1160,110,Category 02,0,18,0,18,0,0,0,0,40
20190613,1160,110,Category 02,0,18,0,18,0,0,0,0,40
20190614,1160,110,Category 02,0,18,0,18,0,0,0,0,40
20190621,1160,110,Category 02,0,31,0,30,0,0,0,0,40
20190623,1160,110,Category 02,2,29,0,29,0,0,0,0,40
20190629,1160,110,Category 02,0,27,0,26,0,0,0,0,40
20190702,1160,110,Category 02,3,23,0,23,0,0,0,0,40
20190703,1160,110,Category 02,0,24,0,23,0,0,0,0,40
20190704,1160,110,Category 02,2,23,0,22,0,0,0,0,40
20190708,1160,110,Category 02,5,17,0,17,0,0,0,0,40
20190709,1160,110,Category 02,0,17,0,17,0,0,0,0,40
20190710,1160,110,Category 02,0,17,0,17,0,0,0,0,40
20190714,1160,110,Category 02,0,17,0,17,0,0,0,0,40
20190715,1160,110,Category 02,0,17,0,17,0,0,0,0,40
20190716,1160,110,Category 02,0,17,0,17,0,0,0,0,40
20190717,1160,110,Category 02,0,17,0,17,0,0,0,0,40
20190719,1160,110,Category 02,0,16,0,16,0,0,0,0,40
20190720,1160,110,Category 02,0,16,0,40,0,0,24,0,40
20190723,1160,110,Category 02,0,16,0,16,0,0,0,0,40
20190726,1160,110,Category 02,0,16,0,16,0,0,0,0,40
20190801,1160,110,Category 02,0,16,0,16,0,0,0,0,40
20190802,1160,110,Category 02,0,16,0,16,0,0,0,0,40
20190803,1160,110,Category 02,0,17,0,16,0,0,0,0,40
20190806,1160,110,Category 02,2,14,0,14,0,0,0,0,40
20190810,1160,110,Category 02,0,15,0,14,0,0,0,0,40
20190815,1160,110,Category 02,3,12,0,12,0,0,0,0,40
20190817,1160,110,Category 02,0,12,0,12,0,0,0,0,40
20190827,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190831,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190901,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190902,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190908,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190909,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190910,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190914,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190915,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190916,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190917,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190918,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190919,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190920,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190921,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190922,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190928,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20190929,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191001,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191003,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191004,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191007,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191008,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191009,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191013,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191016,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191022,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191023,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191025,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191026,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191027,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191028,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191029,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191031,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191103,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191111,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191112,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191113,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191114,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191116,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191118,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191119,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191121,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191122,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191128,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191130,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191203,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191205,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191208,1160,110,Category 02,0,10,0,10,0,0,0,0,24
20191209,1160,110,Category 02,0,10,0,34,0,0,24,0,24
20191210,1160,110,Category 02,0,10,0,34,0,0,24,0,24
20191211,1160,110,Category 02,0,10,0,34,0,0,24,0,24
20191212,1160,110,Category 02,0,10,0,34,0,24,0,0,24
20191213,1160,110,Category 02,0,11,24,34,24,0,0,0,24
20191215,1160,110,Category 02,3,32,0,32,0,0,0,0,24
20191217,1160,110,Category 02,0,32,0,31,0,0,0,0,24
20191218,1160,110,Category 02,2,31,0,30,0,0,0,0,24
20191220,1160,110,Category 02,2,26,0,25,0,0,0,0,24
20191223,1160,110,Category 02,5,18,0,18,0,0,0,0,24
20191230,1160,110,Category 02,0,18,0,18,0,0,0,0,24
20191231,1160,110,Category 02,0,18,0,18,0,0,0,0,24
20200101,1160,110,Category 02,0,19,0,18,0,0,0,0,24
20200102,1160,110,Category 02,2,17,0,17,0,0,0,0,24
20200105,1160,110,Category 02,0,17,0,17,0,0,0,0,24
20200107,1160,110,Category 02,0,17,0,17,0,0,0,0,24
20200109,1160,110,Category 02,0,18,0,17,0,0,0,0,24
20200116,1160,110,Category 02,3,15,0,15,0,0,0,0,24
20200118,1160,110,Category 02,0,16,0,15,0,0,0,0,24
20200119,1160,110,Category 02,2,14,0,14,0,0,0,0,24
20200120,1160,110,Category 02,0,15,0,14,0,0,0,0,24
20200122,1160,110,Category 02,2,11,0,11,0,0,0,0,24
20200126,1160,110,Category 02,0,11,0,11,0,0,0,0,24
20200127,1160,110,Category 02,0,11,0,35,0,0,24,0,24
20200128,1160,110,Category 02,0,11,0,11,0,0,0,0,24
20200201,1160,110,Category 02,0,11,0,11,0,0,0,0,24
20200202,1160,110,Category 02,0,11,0,35,0,0,24,0,24
20200205,1160,110,Category 02,0,11,24,35,24,0,0,0,24
20200206,1160,110,Category 02,0,35,0,35,0,0,0,0,24
20200209,1160,110,Category 02,2,34,0,33,0,0,0,0,24
20200210,1160,110,Category 02,4,31,0,30,0,0,0,0,24
20200213,1160,110,Category 02,3,26,0,26,0,0,0,0,24
20200216,1160,110,Category 02,0,26,0,26,0,0,0,0,24
20200217,1160,110,Category 02,0,27,0,26,0,0,0,0,24
20200219,1160,110,Category 02,5,23,0,23,0,0,0,0,24
20200221,1160,110,Category 02,0,22,0,22,0,0,0,0,24
20200222,1160,110,Category 02,0,23,0,22,0,0,0,0,24
20200224,1160,110,Category 02,3,19,0,19,0,0,0,0,24
20200225,1160,110,Category 02,0,20,0,19,0,0,0,0,24
20200229,1160,110,Category 02,3,15,0,15,0,0,0,0,24
20200301,1160,110,Category 02,0,15,0,15,0,0,0,0,24
20200312,1160,110,Category 02,0,11,0,10,0,0,0,0,24
20200322,1160,110,Category 02,3,41,0,40,0,0,0,0,24
20200326,1160,110,Category 02,2,33,0,32,0,0,0,0,24
20200330,1160,110,Category 02,2,29,0,29,0,0,0,0,24
20200331,1160,110,Category 02,0,29,0,29,0,0,0,0,24
20200401,1160,110,Category 02,0,30,0,29,0,0,0,0,24
20200402,1160,110,Category 02,2,29,0,28,0,0,0,0,24
20200403,1160,110,Category 02,3,26,0,26,0,0,0,0,24
20200406,1160,110,Category 02,0,26,0,25,0,0,0,0,24
20200408,1160,110,Category 02,2,25,0,24,0,0,0,0,24
20200410,1160,110,Category 02,2,1,0,0,0,0,0,0,24
20200411,1160,110,Category 02,2,22,0,22,0,0,0,0,24
20200412,1160,110,Category 02,0,22,0,22,0,0,0,0,24
20200414,1160,110,Category 02,0,22,0,22,0,0,0,0,24
20200417,1160,110,Category 02,0,19,0,19,0,0,0,0,24
20200420,1160,110,Category 02,0,20,0,19,0,0,0,0,24
20200422,1160,110,Category 02,2,19,0,18,0,0,0,0,24
20200424,1160,110,Category 02,2,17,0,17,0,0,0,0,24
20200425,1160,110,Category 02,0,17,0,17,0,0,0,0,24
20200426,1160,110,Category 02,0,17,0,17,0,0,0,0,24
20200504,1160,110,Category 02,0,18,0,17,0,0,0,0,24
20200507,1160,110,Category 02,2,16,0,16,0,0,0,0,24
20200511,1160,110,Category 02,0,15,0,15,0,0,0,0,24
20200513,1160,110,Category 02,0,15,0,15,0,0,0,0,24
20200515,1160,110,Category 02,0,15,0,15,0,0,0,0,24
20200517,1160,110,Category 02,0,15,0,15,0,0,0,0,0
20200520,1160,110,Category 02,0,14,0,14,0,0,0,0,0
20200522,1160,110,Category 02,0,15,0,14,0,0,0,0,0
20200523,1160,110,Category 02,2,13,0,13,0,0,0,0,0
20200524,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200528,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200530,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200602,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200604,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200605,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200606,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200607,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200610,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200612,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200614,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200616,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200618,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200622,1160,110,Category 02,0,13,0,13,0,0,0,0,0
20200627,1160,110,Category 02,0,12,0,12,0,0,0,0,0
20200628,1160,110,Category 02,0,12,0,12,0,0,0,0,0
20200630,1160,110,Category 02,0,12,0,12,0,0,0,0,0
20200702,1160,110,Category 02,0,12,0,12,0,0,0,0,0
20200706,1160,110,Category 02,0,12,0,12,0,0,0,0,0
20200711,1160,110,Category 02,0,12,0,12,0,0,0,0,0
20200714,1160,110,Category 02,0,13,0,12,0,0,0,0,0
20200717,1160,110,Category 02,2,11,0,11,0,0,0,0,0
20200718,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200721,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200727,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200728,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200730,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200731,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200806,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200809,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200810,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200812,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200813,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200814,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200816,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200821,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200823,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200825,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200826,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200827,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200828,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200830,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200831,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200901,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200903,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200906,1160,110,Category 02,0,11,0,11,0,0,0,0,0
20200911,1160,110,Category 02,0,10,0,10,0,0,0,0,0
20200912,1160,110,Category 02,0,10,0,10,0,0,0,0,0
20200913,1160,110,Category 02,0,10,0,10,0,0,0,0,0
20200916,1160,110,Category 02,0,10,0,10,0,0,0,0,0
20200917,1160,110,Category 02,0,11,0,10,0,0,0,0,0
20200920,1160,110,Category 02,2,9,0,9,0,0,0,0,0
20200924,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20200927,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20200929,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201001,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201002,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201005,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201006,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201007,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201008,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201009,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201012,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201020,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201025,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201026,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201027,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201030,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201103,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201104,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201105,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201108,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201110,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201115,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201118,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201119,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201122,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201123,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201125,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201127,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20201203,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20201206,1160,110,Category 02,0,0,0,0,0,0,0,0,48
20201208,1160,110,Category 02,0,9,0,33,0,0,24,0,48
20201212,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20201214,1160,110,Category 02,0,9,0,33,0,0,24,0,48
20201216,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20201218,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20201219,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20201225,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20201226,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20201227,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20201228,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20201229,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20201230,1160,110,Category 02,0,9,0,33,0,0,24,0,48
20210101,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210103,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210106,1160,110,Category 02,0,9,0,33,0,0,24,0,48
20210107,1160,110,Category 02,0,9,0,33,0,0,24,0,48
20210109,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210110,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210113,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210117,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210119,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210122,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210125,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210126,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210129,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210131,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210202,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210205,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210207,1160,110,Category 02,0,0,0,0,0,0,0,0,48
20210208,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210209,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210210,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210211,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210212,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210213,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210214,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210215,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210216,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210217,1160,110,Category 02,0,9,0,9,0,0,0,0,48
20210218,1160,110,Category 02,0,9,0,33,0,0,24,0,48
20210219,1160,110,Category 02,0,9,0,33,0,0,24,0,48
20210220,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20210221,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20210222,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20210223,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20210224,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20210225,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20210226,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20210227,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20210228,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20210301,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20210302,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20210303,1160,110,Category 02,0,9,0,9,0,0,0,0,0
20210304,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210305,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210306,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210307,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210308,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210309,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210310,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210311,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210312,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210313,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210314,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210315,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210316,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210317,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210318,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210319,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210328,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210409,1160,110,Category 02,0,0,0,0,0,0,0,0,0
20210503,1160,110,Category 02,0,1,0,0,0,0,0,0,48
20190102,1161,64,Category 01,8,18,0,30,0,0,12,0,25
